Wavelength (nm),Corrected Intensity
645.320800781,0.962669255207
645.65032959,0.962669255207
645.979736328,0.967366559412
646.309143066,0.932169376279
646.63848877,0.946627363563
646.967773438,0.953984844639
647.29699707,0.937769239278
647.626159668,0.900308237899
647.95526123,0.90489605685
648.284301758,0.975114939678
648.613342285,0.985735333263
648.942321777,1.01497654487
649.271179199,1.04436259654
649.600036621,0.900429312802
649.928833008,0.815525274874
650.257568359,0.849116748239
650.586242676,0.858640750927
650.914855957,0.908458011352
651.243408203,0.997107891765
651.571960449,0.927877604079
651.900390625,0.922328806589
652.228820801,0.94343047356
652.557189941,0.917280841385
652.885498047,0.95893665176
653.213684082,0.999616899585
653.541931152,0.986022365036
653.870056152,0.980302681702
654.198120117,0.981211307745
654.526123047,0.98815568936
654.854125977,1.00643220868
655.182006836,1.01487211301
655.509887695,1.01807310321
655.83770752,1.0188301199
656.165466309,1.01825468855
656.493164062,1.01383638057
656.820800781,1.0110055107
657.148376465,1.01991522139
657.475891113,1.03153645946
657.803405762,1.02650960117
658.13079834,1.01009160053
658.458190918,0.993049221925
658.785461426,0.984410088981
659.112731934,1.00394558884
659.439941406,0.992822899356
659.767089844,0.984003609602
660.094177246,0.973253935245
660.421264648,0.960353834527
660.74822998,0.993462821702
661.075134277,0.990168126037
661.402038574,1.00939345572
661.728881836,1.01249904286
662.055603027,0.997221740353
662.382324219,0.953087697655
662.708984375,0.95343218449
663.035583496,0.962002051845
663.362121582,0.903491897342
663.688659668,0.964953851529
664.015075684,1.02820473769
664.341491699,1.02795449307
664.667785645,0.988162349339
664.99407959,0.918018719797
665.3203125,0.92915303298
665.646484375,0.969310317281
665.972595215,0.963779939285
666.29864502,0.979016517198
666.624633789,0.947145477473
666.950561523,0.950283842693
667.276489258,0.909159562428
667.602294922,0.892526057907
667.928100586,0.944473963637
668.253845215,0.959079483837
668.579528809,1.00413145195
668.905090332,0.944729839024
669.230712891,0.960664400425
669.556213379,0.99112788802
669.881652832,0.903033999933
670.20703125,0.925757234574
670.532409668,0.967287420495
670.857666016,0.948412377692
671.182922363,0.974506068785
671.508117676,1.06033469494
671.833251953,1.04527296745
672.158325195,0.901490868886
672.483337402,0.904171121525
672.808288574,0.942654385228
673.133239746,0.880940135518
673.458068848,0.883520050774
673.782836914,0.926243136
674.10760498,0.873781636399
674.432312012,0.942869986489
674.756958008,0.97247009123
675.081542969,0.935691449196
675.406066895,0.969960390397
675.730529785,0.950325740953
676.054931641,0.948141325127
676.379333496,0.935200291831
676.703613281,0.94602498005
677.027893066,0.955908530786
677.352050781,0.969643746642
677.676208496,0.910656392099
678.000305176,0.914964069869
678.32434082,0.973830530694
678.64831543,0.966605116407
678.972229004,0.947128069604
679.296142578,0.96043625495
679.619934082,0.954181098437
679.943725586,0.968951441311
680.26739502,0.946010512783
680.591064453,0.90023198207
680.914672852,0.952494665148
681.238220215,0.976192255692
681.561706543,0.995314757614
681.885131836,0.982760214475
682.208496094,0.949488732708
682.531860352,0.924863781094
682.855102539,0.968502025704
683.178344727,1.01325501032
683.501464844,0.986393602607
683.824584961,0.964501176921
684.147644043,0.992404797632
684.47064209,0.990865378844
684.793579102,0.988989754335
685.116455078,1.02994769031
685.43927002,0.992777174567
685.762084961,0.980473233556
686.084777832,0.958403346164
686.407470703,0.940406478194
686.730102539,0.998453395158
687.05267334,0.978466318144
687.37512207,0.969698104472
687.697631836,1.00113139135
688.020019531,0.97234767578
688.342346191,0.971051195035
688.664611816,0.978048699092
688.986877441,0.984682259067
689.309020996,1.00245162965
689.631164551,0.984741645416
689.95324707,0.992755727684
690.275268555,0.959813530745
690.597167969,0.920269323094
690.919128418,0.988388401397
691.240966797,1.00549008763
691.562744141,1.00540290206
691.884521484,0.996767828162
692.206176758,0.980016208406
692.527832031,0.994609486686
692.849365234,1.02993565094
693.170898438,1.05065843473
693.492370605,1.01618624617
693.813781738,0.98541671397
694.135131836,0.957025424335
694.456420898,0.966932844273
694.777709961,1.01617024915
695.098876953,1.04219862366
695.420043945,0.995667939912
695.741088867,0.959152777261
696.062133789,0.960335402301
696.383117676,0.984332822373
696.704040527,0.990702637151
697.024902344,0.953124812535
697.345703125,0.961962681521
697.666503906,0.963855610619
697.987182617,0.974306147384
698.307861328,0.998065760985
698.628417969,0.954446142674
698.948974609,0.933106349404
699.269470215,0.96043709093
699.58984375,0.979291165762
699.91027832,0.985571997192
700.23059082,0.9884086401
700.550842285,1.0031682028
700.871032715,1.00949834212
701.191223145,0.988146463213
701.511291504,1.01960604471
701.831359863,1.01147375157
702.151367188,0.973756107369
702.471252441,0.973982806612
702.791137695,0.983868555813
703.110961914,1.00761184055
703.430786133,1.00396625252
703.750488281,0.965740963185
704.070129395,0.937473096017
704.389770508,0.992866929019
704.709289551,1.0242947175
705.028808594,0.990264887259
705.348266602,1.00243866947
705.667663574,0.968782231919
705.986999512,0.95383920082
706.306274414,1.00976407202
706.625488281,1.01855546938
706.944641113,1.00484255815
707.263793945,0.998831298467
707.582824707,0.983263781195
707.901855469,0.952878857719
708.220825195,0.977951819278
708.539733887,1.03808914176
708.858581543,1.0148808298
709.177368164,0.985934191783
709.49609375,0.9833443543
709.814758301,0.978145238452
710.133422852,0.985560781232
710.451965332,0.997669754932
710.770507812,0.976160246126
711.088928223,0.960213673377
711.407348633,0.97718063732
711.725708008,0.972200271531
712.044006348,0.970441521441
712.362243652,0.982250911009
712.680419922,0.965489094133
712.998535156,0.964041359163
713.316650391,0.967218480274
713.634643555,0.988466535781
713.952636719,1.00579386934
714.270568848,0.988738708277
714.588439941,0.971444188248
714.90625,0.947876644293
715.223999023,0.978356386944
715.541687012,1.01965096231
715.859313965,1.02354851756
716.176879883,0.987330044171
716.494445801,0.973042880939
716.811889648,0.991542669482
717.129333496,0.978756070225
717.446716309,0.999808524225
717.764038086,1.02395112717
718.081298828,0.999809229333
718.398498535,1.01515207394
718.715637207,1.02644935809
719.032714844,1.01324554742
719.34979248,0.995062422407
719.666748047,0.963340849896
719.983703613,0.959675482056
720.300598145,0.951963587665
720.617431641,0.961263867895
720.934143066,1.00029837121
721.250854492,1.0184445236
721.567565918,1.00987853367
721.884155273,0.976452138584
722.200683594,0.946309388851
722.517211914,0.990463797016
722.833618164,1.03772967647
723.150024414,0.981238139921
723.466369629,0.976996047901
723.782592773,1.00342559175
724.098876953,0.996419990488
724.415039062,0.964865736684
724.731140137,0.955408699258
725.047180176,0.994938622636
725.36315918,1.00109519406
725.679138184,1.00233974099
725.994995117,1.00599358678
726.310852051,0.978946775856
726.626647949,0.952477831441
726.942382812,0.968935486739
727.258056641,1.00500569904
727.573669434,1.00780936307
727.889221191,0.968764700226
728.204772949,0.96008200736
728.520202637,0.965835854174
728.835632324,0.9653582544
729.150939941,0.986936004122
729.466247559,0.999507951471
729.781494141,1.01674378513
730.096679688,1.01469670722
730.411804199,0.955634164809
730.726867676,0.930820472026
731.041870117,0.961306947101
